Page,topic,Date,Pageviews
/article/the-culture-of-death-and-other-last-minute-volleys/,inside-the-newsroom,20170301,8
/article/the-culture-within-shane-bauer-takes-us-inside-a-private-prison/,"criminal-justice,prisons",20170109,8
/article/the-culture-within-shane-bauer-takes-us-inside-a-private-prison/,"criminal-justice,prisons",20170131,8
/article/the-deadliest-route-to-the-american-dream/,"accountability,the-trump-era,the-wall",20170325,8
/article/the-death-of-baby-ada-mae-and-the-tragic-effects-of-addicted-veterans/,"healthcare-veterans,opiates,veterans",20170116,8
/article/the-death-of-baby-ada-mae-and-the-tragic-effects-of-addicted-veterans/,"healthcare-veterans,opiates,veterans",20170119,8
/article/the-death-of-baby-ada-mae-and-the-tragic-effects-of-addicted-veterans/,"healthcare-veterans,opiates,veterans",20170120,8
/article/the-death-of-baby-ada-mae-and-the-tragic-effects-of-addicted-veterans/,"healthcare-veterans,opiates,veterans",20170123,8
/article/the-death-of-baby-ada-mae-and-the-tragic-effects-of-addicted-veterans/,"healthcare-veterans,opiates,veterans",20170305,8
/article/the-death-of-baby-ada-mae-and-the-tragic-effects-of-addicted-veterans/,"healthcare-veterans,opiates,veterans",20170306,8
/article/the-death-of-baby-ada-mae-and-the-tragic-effects-of-addicted-veterans/,"healthcare-veterans,opiates,veterans",20170315,8
/article/the-death-of-baby-ada-mae-and-the-tragic-effects-of-addicted-veterans/,"healthcare-veterans,opiates,veterans",20170318,8
/article/the-devastating-story-behind-one-image-of-detainee-abuse/,veterans,20170125,8
/article/the-devastating-story-behind-one-image-of-detainee-abuse/,veterans,20170227,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170210,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170215,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170225,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170228,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170304,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170307,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170310,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170318,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170319,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170321,8
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170325,8
/article/the-man-who-saw-donald-trumps-victory-coming/,"money-and-politics,voting",20170114,8
/article/the-man-who-saw-donald-trumps-victory-coming/,"money-and-politics,voting",20170117,8
/article/the-other-audubon-the-one-that-allows-golf-courses-to-kill-birds/,environment,20170112,8
/article/the-other-audubon-the-one-that-allows-golf-courses-to-kill-birds/,environment,20170316,8
/article/the-other-audubon-the-one-that-allows-golf-courses-to-kill-birds/,environment,20170319,8
/article/the-other-audubon-the-one-that-allows-golf-courses-to-kill-birds/,environment,20170328,8
/article/the-price-of-gas/,oil-and-mining,20170218,8
/article/the-problems-with-the-state-movement-to-take-federal-land/,"environment,lords-of-yesterday",20170103,8
/article/the-problems-with-the-state-movement-to-take-federal-land/,"environment,lords-of-yesterday",20170104,8
/article/the-problems-with-the-state-movement-to-take-federal-land/,"environment,lords-of-yesterday",20170106,8
/article/the-problems-with-the-state-movement-to-take-federal-land/,"environment,lords-of-yesterday",20170117,8
/article/the-problems-with-the-state-movement-to-take-federal-land/,"environment,lords-of-yesterday",20170127,8
/article/the-problems-with-the-state-movement-to-take-federal-land/,"environment,lords-of-yesterday",20170210,8
/article/the-problems-with-the-state-movement-to-take-federal-land/,"environment,lords-of-yesterday",20170309,8
/article/the-problems-with-the-state-movement-to-take-federal-land/,"environment,lords-of-yesterday",20170310,8
/article/the-right-to-bear-arms-in-public-how-courts-have-ruled-so-far/,"guns,guns-and-society",20170109,8
/article/the-right-to-bear-arms-in-public-how-courts-have-ruled-so-far/,"guns,guns-and-society",20170126,8
/article/the-right-to-bear-arms-in-public-how-courts-have-ruled-so-far/,"guns,guns-and-society",20170305,8
/article/the-right-to-bear-arms-in-public-how-courts-have-ruled-so-far/,"guns,guns-and-society",20170323,8
/article/the-rise-of-an-alleged-torturer-bo-xilai/,accountability,20170201,8
/article/the-school-to-court-pipeline-where-does-your-state-rank/,criminal-justice,20170201,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170103,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170127,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170131,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170201,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170202,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170205,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170207,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170209,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170221,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170223,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170227,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170301,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170307,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170315,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170317,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170323,8
/article/the-secret-history-of-american-surveillance/,"criminal-justice,cybersecurity,national-security,surveillance-privacy",20170326,8
/article/the-teachers-group-from-idealistic-commune-to-money-making-machine/,accountability,20170117,8
/article/the-teachers-group-from-idealistic-commune-to-money-making-machine/,accountability,20170210,8
/article/the-teachers-group-from-idealistic-commune-to-money-making-machine/,accountability,20170214,8
/article/the-teachers-group-from-idealistic-commune-to-money-making-machine/,accountability,20170224,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170105,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170117,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170120,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170125,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170128,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170212,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170214,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170226,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170228,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170302,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170303,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170305,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170308,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170309,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170312,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170315,8
/article/the-wet-prince-of-bel-air-who-is-californias-biggest-water-guzzler/,"environment,the-secrets-of-the-drought",20170324,8
/article/there-could-be-arsenic-in-your-rice-heres-how-to-avoid-it/,"environment,food-security",20170102,8
/article/there-could-be-arsenic-in-your-rice-heres-how-to-avoid-it/,"environment,food-security",20170108,8
/article/there-could-be-arsenic-in-your-rice-heres-how-to-avoid-it/,"environment,food-security",20170121,8
/article/there-could-be-arsenic-in-your-rice-heres-how-to-avoid-it/,"environment,food-security",20170317,8
/article/there-could-be-arsenic-in-your-rice-heres-how-to-avoid-it/,"environment,food-security",20170324,8
/article/there-might-be-something-else-in-your-milk-besides-milk/,food-security,20170117,8
/article/there-might-be-something-else-in-your-milk-besides-milk/,food-security,20170124,8
/article/there-might-be-something-else-in-your-milk-besides-milk/,food-security,20170329,8
/article/theres-a-reason-youve-never-heard-of-this-wildlife-killing-agency/,environment,20170127,8
/article/theres-a-reason-youve-never-heard-of-this-wildlife-killing-agency/,environment,20170206,8
/article/theres-a-reason-youve-never-heard-of-this-wildlife-killing-agency/,environment,20170208,8
/article/these-6-states-have-little-to-no-regulation-for-religious-day-cares,the-god-loophole,20170228,8
/article/these-6-states-have-little-to-no-regulation-for-religious-day-cares/,the-god-loophole,20170108,8
/article/these-6-states-have-little-to-no-regulation-for-religious-day-cares/,the-god-loophole,20170111,8
/article/these-6-states-have-little-to-no-regulation-for-religious-day-cares/,the-god-loophole,20170122,8
/article/these-6-states-have-little-to-no-regulation-for-religious-day-cares/,the-god-loophole,20170217,8
/article/these-6-states-have-little-to-no-regulation-for-religious-day-cares/,the-god-loophole,20170226,8
/article/these-6-states-have-little-to-no-regulation-for-religious-day-cares/,the-god-loophole,20170315,8
/article/these-6-states-have-little-to-no-regulation-for-religious-day-cares/,the-god-loophole,20170319,8
/article/these-6-states-have-little-to-no-regulation-for-religious-day-cares/,the-god-loophole,20170327,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170101,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170105,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170113,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170114,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170115,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170116,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170130,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170201,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170202,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170203,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170204,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170209,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170212,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170226,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170301,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170305,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170323,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170326,8
/article/these-dangerous-weapons-require-special-permits-in-california/,"guns,guns-and-society",20170328,8
/article/these-people-donated-to-donald-trump-even-though-he-said-not-to/,money-and-politics,20170106,8
/article/these-people-donated-to-donald-trump-even-though-he-said-not-to/,money-and-politics,20170112,8
/article/these-people-donated-to-donald-trump-even-though-he-said-not-to/,money-and-politics,20170127,8
/article/these-people-donated-to-donald-trump-even-though-he-said-not-to/,money-and-politics,20170128,8
/article/these-people-donated-to-donald-trump-even-though-he-said-not-to/,"money-and-politics,the-trump-era",20170131,8
/article/these-people-donated-to-donald-trump-even-though-he-said-not-to/,"money-and-politics,the-trump-era",20170201,8
/article/these-people-donated-to-donald-trump-even-though-he-said-not-to/,"money-and-politics,the-trump-era",20170211,8
/article/these-people-donated-to-donald-trump-even-though-he-said-not-to/,"money-and-politics,the-trump-era",20170322,8
/article/this-domain-has-been-seized-by-ice/,inside-the-newsroom,20170125,8
/article/this-domain-has-been-seized-by-ice/,inside-the-newsroom,20170206,8
/article/this-domain-has-been-seized-by-ice/,inside-the-newsroom,20170212,8
/article/this-domain-has-been-seized-by-ice/,inside-the-newsroom,20170214,8
/article/this-domain-has-been-seized-by-ice/,inside-the-newsroom,20170223,8
/article/this-domain-has-been-seized-by-ice/,inside-the-newsroom,20170318,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170105,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170110,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170115,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170117,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170125,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170128,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170203,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170204,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170207,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170209,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170210,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170219,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170227,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170311,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170319,8
/article/this-is-what-lone-wolf-terrorism-looks-like-in-the-us/,criminal-justice,20170329,8
/article/this-tool-cuts-fingers-and-gashes-faces-but-shipbuilder-still-uses-it/,"accountability,contract-with-danger,the-trump-era",20170324,8
/article/this-tool-cuts-fingers-and-gashes-faces-but-shipbuilder-still-uses-it/,"accountability,contract-with-danger,the-trump-era",20170325,8
/article/this-was-the-first-presidential-election-in-the-new-era-of-voting-rights/,"inequality,the-trump-era,voting",20170131,8
/article/this-was-the-first-presidential-election-in-the-new-era-of-voting-rights/,"inequality,the-trump-era,voting",20170320,8
/article/this-was-the-first-presidential-election-in-the-new-era-of-voting-rights/,"inequality,voting",20170124,8
/article/thousands-of-california-state-workers-are-hoarding-vacation-days/,"government-workers,labor-and-employment",20170109,8
/article/thousands-of-california-state-workers-are-hoarding-vacation-days/,"government-workers,labor-and-employment",20170119,8
/article/thousands-of-california-state-workers-are-hoarding-vacation-days/,"government-workers,labor-and-employment",20170123,8
/article/thousands-of-california-state-workers-are-hoarding-vacation-days/,"government-workers,labor-and-employment",20170126,8
/article/thousands-of-california-state-workers-are-hoarding-vacation-days/,"government-workers,labor-and-employment",20170202,8
/article/thousands-of-california-state-workers-are-hoarding-vacation-days/,"government-workers,labor-and-employment",20170220,8
/article/thousands-of-california-state-workers-are-hoarding-vacation-days/,"government-workers,labor-and-employment",20170303,8
/article/thousands-of-california-state-workers-are-hoarding-vacation-days/,"government-workers,labor-and-employment",20170305,8
/article/thousands-of-california-state-workers-are-hoarding-vacation-days/,"government-workers,labor-and-employment",20170322,8
/article/tom-knudson-pulitzer-prize-winning-environment-reporter-to-join-cir/,inside-the-newsroom,20170213,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security",20170114,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security",20170123,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security,the-trump-era",20170204,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security,the-trump-era",20170207,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security,the-trump-era",20170209,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security,the-trump-era",20170212,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security,the-trump-era",20170224,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security,the-trump-era",20170227,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security,the-trump-era",20170301,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security,the-trump-era",20170307,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security,the-trump-era",20170308,8
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security,the-trump-era",20170313,8
/article/trumps-golf-club-sought-certifications-for-workers-in-u-s-illegally/,"money-and-politics,labor-and-employment",20170111,8
/article/trumps-golf-club-sought-certifications-for-workers-in-u-s-illegally/,"money-and-politics,labor-and-employment",20170125,8
/article/trumps-golf-club-sought-certifications-for-workers-in-u-s-illegally/,"money-and-politics,the-trump-era,labor-and-employment",20170130,8
/article/trumps-golf-club-sought-certifications-for-workers-in-u-s-illegally/,"money-and-politics,the-trump-era,labor-and-employment",20170301,8
/article/trumps-indonesia-hotel-deals-hint-at-his-form-of-foreign-relations/,accountability,20170106,8
/article/trumps-indonesia-hotel-deals-hint-at-his-form-of-foreign-relations/,accountability,20170111,8
/article/trumps-indonesia-hotel-deals-hint-at-his-form-of-foreign-relations/,accountability,20170115,8
/article/trumps-indonesia-hotel-deals-hint-at-his-form-of-foreign-relations/,accountability,20170120,8
/article/trumps-indonesia-hotel-deals-hint-at-his-form-of-foreign-relations/,accountability,20170121,8
/article/trumps-indonesia-hotel-deals-hint-at-his-form-of-foreign-relations/,"accountability,the-trump-era",20170201,8
/article/trumps-indonesia-hotel-deals-hint-at-his-form-of-foreign-relations/,"accountability,the-trump-era",20170301,8
/article/tsa-official-responsible-for-security-lapses-earned-big-bonuses/,"government-workers,labor-and-employment",20170124,8
/article/tsa-official-responsible-for-security-lapses-earned-big-bonuses/,"government-workers,labor-and-employment",20170217,8
/article/tsa-official-responsible-for-security-lapses-earned-big-bonuses/,"government-workers,labor-and-employment",20170301,8
/article/two-years-later-california-is-still-cleaning-up-drug-rehab-system/,"healthcare,health-care-scams",20170123,8
/article/two-years-later-california-is-still-cleaning-up-drug-rehab-system/,"healthcare,health-care-scams",20170209,8
/article/two-years-later-california-is-still-cleaning-up-drug-rehab-system/,"healthcare,health-care-scams",20170306,8
/article/two-years-later-california-is-still-cleaning-up-drug-rehab-system/,"healthcare,health-care-scams",20170321,8
/article/uber-said-it-protects-you-from-spying-security-sources-say-otherwise/,"accountability,surveillance-privacy",20170128,8
/article/ucla-officials-bend-travel-rules-with-first-class-flights-luxury-hotels/,education-u-s,20170216,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170106,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170110,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170111,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170120,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170122,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170124,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170125,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170204,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170209,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170213,8
/article/under-cover-of-darkness-female-janitors-face-rape-and-assault/,"rape-on-the-night-shift,labor-and-employment,workers-rights",20170214,8
