Page,topic,Date,Pageviews
/blog/christian-juvenile-center-skimped-on-school-for-youth/,and-justice-for-some,20170216,"2,083"
/article/how-a-pesticide-loophole-increased-cancer-risk-at-a-california-school/,"environment,pesticides",20170323,"2,067"
/article/he-was-supposed-to-protect-the-sea-then-he-vanished-from-his-ship/,sustainability,20170216,"1,995"
/article/women-say-drug-used-to-halt-puberty-has-ruined-their-lives/,"accountability,healthcare",20170202,"1,922"
/blog/officers-surround-main-standing-rock-camp-preparing-for-evacuations-tomorrow/,"chasing-energy,sustainability",20170222,"1,902"
/blog/draft-of-trump-executive-order-allows-firing-based-on-religion/,"accountability,inequality,the-trump-era",20170203,"1,898"
/blog/journalist-among-76-arrested-for-trespassing-at-standing-rock/,"chasing-energy,oil-and-mining,sustainability",20170203,"1,862"
/article/he-was-supposed-to-protect-the-sea-then-he-vanished-from-his-ship/,sustainability,20170215,"1,830"
/article/did-defense-secretary-nominee-james-mattis-commit-war-crimes-in-iraq/,"accountability,criminal-justice,money-and-politics",20170112,"1,793"
/article/how-trump-has-described-his-wall/,the-wall,20170126,"1,765"
/article/this-tool-cuts-fingers-and-gashes-faces-but-shipbuilder-still-uses-it/,accountability,20170228,"1,737"
/blog/jehovahs-witnesses-settle-lawsuit-alleging-coverup-of-child-sex-abuse/,"accountability,jehovahs-witnesses",20170217,"1,725"
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170318,"1,705"
/article/850-miles-of-us-mexico-wall-not-needed-ex-border-officials-say/,"accountability,national-security,the-wall",20170126,"1,644"
/article/850-miles-of-us-mexico-wall-not-needed-ex-border-officials-say/,"accountability,national-security",20170125,"1,628"
/article/the-wall-building-a-continuous-u-s-mexico-barrier-would-be-a-tall-order/,the-wall,20170126,"1,612"
/blog/officers-surround-main-standing-rock-camp-preparing-for-evacuations-tomorrow/,"chasing-energy,sustainability",20170221,"1,564"
/blog/steve-bannon-had-a-big-weekend-in-the-white-house-get-to-know-him/,the-trump-era,20170201,"1,552"
/article/white-nationalist-gets-his-money-from-cotton-fields-and-the-government/,accountability,20170320,"1,406"
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security",20170107,"1,370"
/article/alabama-woman-who-ran-dangerous-day-cares-appears-to-be-out-of-business/,"accountability,the-god-loophole",20170110,"1,366"
/blog/jehovahs-witnesses-settle-lawsuit-alleging-coverup-of-child-sex-abuse/,"accountability,jehovahs-witnesses",20170218,"1,342"
/blog/some-standing-rock-protesters-resolve-to-stay-put-even-as-tribe-shifts-focus/,"chasing-energy,oil-and-mining,sustainability",20170211,"1,253"
/blog/a-kurdish-refugee-is-leaving-the-us-to-see-his-wife-can-he-return/,"national-security,the-trump-era",20170131,"1,241"
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170320,"1,241"
/blog/steve-bannon-had-a-big-weekend-in-the-white-house-get-to-know-him/,the-trump-era,20170130,"1,229"
/episodes/americas-digital-dumping-ground/,"environment,sustainability",20170125,"1,209"
/article/the-wall-building-a-continuous-u-s-mexico-barrier-would-be-a-tall-order/,the-wall,20170127,"1,189"
/article/riding-high-crashing-hard-a-cautionary-tale-of-facebook-dependence/,accountability,20170228,"1,181"
/article/he-was-supposed-to-protect-the-sea-then-he-vanished-from-his-ship/,sustainability,20170217,"1,161"
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170319,"1,100"
/blog/detainees-at-airports-cant-talk-to-lawyers-despite-court-order/,"accountability,border-patrol,inequality,national-security,the-trump-era",20170131,"1,076"
/article/were-running-out-of-water-and-the-worlds-powers-are-very-worried/,"climate-change,environment,sustainability,the-secrets-of-the-drought",20170115,"1,072"
/blog/a-brief-history-of-presidents-telling-so-called-judges-to-get-lost/,"accountability,the-trump-era",20170209,"1,052"
/episodes/the-smuggler/,accountability,20170311,"1,052"
/article/did-defense-secretary-nominee-james-mattis-commit-war-crimes-in-iraq/,"accountability,criminal-justice,money-and-politics",20170111,"1,024"
/episodes/water-wars/,"sustainability,the-secrets-of-the-drought",20170117,983
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170323,967
/episodes/the-smuggler/,accountability,20170312,955
/article/how-a-pesticide-loophole-increased-cancer-risk-at-a-california-school/,"environment,pesticides",20170324,951
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170321,907
/article/he-was-supposed-to-protect-the-sea-then-he-vanished-from-his-ship/,sustainability,20170219,895
/blog/a-kurdish-refugee-is-leaving-the-us-to-see-his-wife-can-he-return/,"national-security,the-trump-era",20170201,883
/episodes/the-smuggler/,accountability,20170313,874
/blog/we-will-begin-drilling-immediately/,"chasing-energy,oil-and-mining,sustainability",20170210,862
/episodes/al-letson-reveals-vicente-fox-on-trumps-wall/,"accountability,the-wall",20170302,862
/blog/when-it-comes-to-trump-this-union-is-strong/,"border-patrol,the-wall",20170127,858
/article/he-was-supposed-to-protect-the-sea-then-he-vanished-from-his-ship/,sustainability,20170222,850
/article/did-defense-secretary-nominee-james-mattis-commit-war-crimes-in-iraq/,"accountability,criminal-justice,money-and-politics",20170113,830
/blog/for-more-than-200-for-profit-colleges-taxpayers-pay-the-bills/,"accountability,education,education-u-s",20170222,814
/blog/standing-rock-protesters-to-the-world-gather-like-a-windstorm/,"chasing-energy,sustainability",20170201,814
/article/850-miles-of-us-mexico-wall-not-needed-ex-border-officials-say/,"accountability,national-security",20170124,806
/episodes/a-frank-conversation-with-a-white-nationalist/,voting,20170102,806
/episodes/al-letson-reveals-sebastian-gorka-on-america/,"accountability,the-trump-era",20170309,806
/blog/shipbuilder-that-hosted-trump-speech-has-been-fined-for-endangering-workers/,"the-trump-era,labor-and-employment",20170302,798
/article/alabama-woman-who-ran-dangerous-day-cares-appears-to-be-out-of-business/,"accountability,the-god-loophole",20170111,794
/article/he-was-supposed-to-protect-the-sea-then-he-vanished-from-his-ship/,sustainability,20170218,782
/episodes/a-frank-conversation-with-a-white-nationalist/,voting,20170101,778
/blog/jehovahs-witnesses-settle-lawsuit-alleging-coverup-of-child-sex-abuse/,"accountability,jehovahs-witnesses",20170219,770
/blog/jehovahs-witnesses-settle-lawsuit-alleging-coverup-of-child-sex-abuse/,"accountability,jehovahs-witnesses",20170220,758
/blog/battle-over-lgbt-rights-ends-in-jacksonville-florida/,inequality,20170217,754
/blog/steve-bannon-had-a-big-weekend-in-the-white-house-get-to-know-him/,the-trump-era,20170202,742
/episodes/water-wars/,"sustainability,the-secrets-of-the-drought",20170116,737
/episodes/split-down-the-middle/,"criminal-justice,money-and-politics,the-trump-era",20170129,729
/article/riding-high-crashing-hard-a-cautionary-tale-of-facebook-dependence/,accountability,20170307,721
/blog/sanders-warren-demand-criminal-investigation-into-navy-shipbuilder/,"accountability,contract-with-danger",20170305,713
/episodes/up-against-the-wall/,"accountability,the-trump-era,the-wall",20170305,701
/article/did-defense-secretary-nominee-james-mattis-commit-war-crimes-in-iraq/,"accountability,criminal-justice,money-and-politics",20170115,697
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170114,693
/blog/wisconsin-doctor-known-as-candy-man-stripped-of-medical-license/,"accountability,healthcare-veterans,opiates,veterans",20170119,689
/episodes/water-wars/,"sustainability,the-secrets-of-the-drought",20170115,689
/blog/standing-rock-protesters-to-the-world-gather-like-a-windstorm/,"chasing-energy,sustainability",20170202,685
/blog/draft-of-trump-executive-order-allows-firing-based-on-religion/,"accountability,inequality,the-trump-era",20170206,669
/article/deadly-danger-naval-buildup/,accountability,20170210,665
/blog/shipbuilder-that-hosted-trump-speech-has-been-fined-for-endangering-workers/,"the-trump-era,labor-and-employment",20170303,665
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security",20170109,661
/article/were-running-out-of-water-and-the-worlds-powers-are-very-worried/,"climate-change,environment,sustainability,the-secrets-of-the-drought",20170116,649
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170322,629
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security",20170110,617
/blog/trumps-osha-wont-name-and-shame-businesses-so-someone-else-is/,"accountability,the-trump-era",20170328,617
/blog/a-brief-history-of-presidents-telling-so-called-judges-to-get-lost/,"accountability,the-trump-era",20170208,613
/episodes/a-frank-conversation-with-a-white-nationalist/,voting,20170103,613
/article/a-reporter-becomes-a-smuggler/,accountability,20170312,609
/article/a-reporter-becomes-a-smuggler/,accountability,20170311,604
/article/usda-said-it-didnt-know-charity-had-problems-documents-show-otherwise/,accountability,20170201,604
/article/white-nationalist-gets-his-money-from-cotton-fields-and-the-government/,accountability,20170321,600
/episodes/water-wars/,"sustainability,the-secrets-of-the-drought",20170118,596
/episodes/against-their-will/,"accountability,criminal-justice,labor-and-employment,workers-rights",20170326,588
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170115,572
/article/women-say-drug-used-to-halt-puberty-has-ruined-their-lives/,"accountability,healthcare",20170203,572
/blog/for-more-than-200-for-profit-colleges-taxpayers-pay-the-bills/,"accountability,education,education-u-s",20170221,572
/episodes/up-against-the-wall/,"accountability,the-trump-era,the-wall",20170306,564
/blog/head-of-customs-and-border-protection-watchdog-office-resigns/,"accountability,border-patrol,national-security",20170126,560
/article/justice-isnt-always-done-for-child-sexual-abuse-i-know-firsthand/,"accountability,and-justice-for-some,criminal-justice",20170122,552
/article/the-deadliest-route-to-the-american-dream/,"accountability,the-trump-era,the-wall",20170303,548
/article/hidden-dangers-ahead-how-states-keep-accident-prone-roads-secret/,accountability,20170103,544
/article/this-tool-cuts-fingers-and-gashes-faces-but-shipbuilder-still-uses-it/,accountability,20170218,540
/article/religious-day-cares-operate-with-little-oversight-and-accountability/,"religion,the-god-loophole",20170118,528
/episodes/water-wars/,"sustainability,the-secrets-of-the-drought",20170114,524
/article/justice-isnt-always-done-for-child-sexual-abuse-i-know-firsthand/,"accountability,and-justice-for-some,criminal-justice",20170123,520
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170324,520
/episodes/dropped-and-dismissed-child-sex-abuse-lost-in-the-system/,"accountability,and-justice-for-some,criminal-justice",20170122,516
/blog/when-it-comes-to-trump-this-union-is-strong/,"border-patrol,the-wall",20170128,512
/episodes/split-down-the-middle/,"criminal-justice,money-and-politics",20170128,512
/article/how-trump-is-transforming-americas-anti-discrimination-watchdog/,"inequality,labor-and-employment",20170222,508
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170116,508
/episodes/against-their-will/,"accountability,criminal-justice,labor-and-employment,workers-rights",20170327,508
/article/usda-said-it-didnt-know-charity-had-problems-documents-show-otherwise/,accountability,20170131,500
/episodes/the-smuggler/,accountability,20170314,496
/episodes/trial-by-fire/,"accountability,criminal-justice",20170204,496
/blog/its-lyft-v-uber-in-the-fallout-from-trumps-refugee-crackdown/,"accountability,inequality,national-security,the-trump-era",20170130,484
/blog/this-is-how-much-trumps-labor-pick-dislikes-minimum-wage-hikes/,money-and-politics,20170124,476
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170117,459
/blog/congress-kills-rule-forcing-contractors-to-disclose-safety-problems/,"accountability,contract-with-danger",20170307,455
/article/deal-with-b-c-government-is-bribery-more-or-less-says-prominent-b-c-chief-who-accepted-public-money-in-exchange-for-pipeline-approval/,"chasing-energy,sustainability",20170210,451
/article/this-tool-cuts-fingers-and-gashes-faces-but-shipbuilder-still-uses-it/,accountability,20170221,451
/blog/sanders-warren-demand-criminal-investigation-into-navy-shipbuilder/,"accountability,contract-with-danger",20170304,451
/episodes/split-down-the-middle/,"criminal-justice,money-and-politics,the-trump-era",20170130,451
/blog/sanders-warren-demand-criminal-investigation-into-navy-shipbuilder/,"accountability,contract-with-danger",20170306,447
/blog/sanders-warren-demand-criminal-investigation-into-navy-shipbuilder/,"accountability,contract-with-danger",20170307,443
/article/850-miles-of-us-mexico-wall-not-needed-ex-border-officials-say/,"accountability,national-security",20170123,439
/article/how-trump-is-transforming-americas-anti-discrimination-watchdog/,"inequality,labor-and-employment",20170221,439
/episodes/dropped-and-dismissed-child-sex-abuse-lost-in-the-system/,"accountability,and-justice-for-some,criminal-justice",20170123,439
/article/a-reporter-becomes-a-smuggler/,accountability,20170313,435
/article/did-defense-secretary-nominee-james-mattis-commit-war-crimes-in-iraq/,"accountability,criminal-justice,money-and-politics",20170114,435
/article/us-government-fails-to-track-toxic-spills-in-nations-waterways/,"accountability,state-secrets",20170207,431
/blog/christian-juvenile-center-skimped-on-school-for-youth/,and-justice-for-some,20170215,427
/article/deal-with-b-c-government-is-bribery-more-or-less-says-prominent-b-c-chief-who-accepted-public-money-in-exchange-for-pipeline-approval/,"chasing-energy,sustainability",20170209,423
/article/las-mega-water-users-still-pumped-millions-of-gallons-despite-drought/,"sustainability,the-secrets-of-the-drought",20170118,423
/article/when-does-a-cyberattack-mean-war-experts-say-theres-no-clear-line/,"accountability,the-trump-era",20170130,419
/episodes/americas-digital-dumping-ground/,"environment,sustainability",20170124,419
/episodes/up-against-the-wall/,"accountability,the-trump-era,the-wall",20170307,411
/article/how-private-contractors-are-taking-over-data-in-the-public-domain/,"accountability,state-secrets",20170123,407
/blog/journalist-among-76-arrested-for-trespassing-at-standing-rock/,"chasing-energy,oil-and-mining,sustainability",20170204,407
/blog/strong-responses-follow-news-of-nude-photos-of-service-members-shared-by-marines/,accountability,20170313,407
/article/how-private-contractors-are-taking-over-data-in-the-public-domain/,"accountability,state-secrets",20170124,399
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security",20170104,399
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170327,399
/article/how-private-contractors-are-taking-over-data-in-the-public-domain/,accountability,20170123,395
/article/justice-isnt-always-done-for-child-sexual-abuse-i-know-firsthand/,"accountability,and-justice-for-some,criminal-justice",20170124,395
/article/veterans-choice-didnt-ease-health-care-woes-especially-in-alaska/,"accountability,healthcare,healthcare-veterans,veterans",20170306,391
/article/us-government-fails-to-track-toxic-spills-in-nations-waterways/,"accountability,state-secrets",20170206,383
/article/the-deadliest-route-to-the-american-dream/,"accountability,the-trump-era,the-wall",20170306,379
/blog/sanders-warren-demand-criminal-investigation-into-navy-shipbuilder/,"accountability,contract-with-danger",20170303,375
/episodes/trial-by-fire/,"accountability,criminal-justice",20170206,371
/episodes/up-against-the-wall/,"accountability,the-trump-era,the-wall",20170309,371
/article/850-miles-of-us-mexico-wall-not-needed-ex-border-officials-say/,"accountability,national-security,the-wall",20170125,367
/article/trump-could-build-registry-of-1-4-million-muslims-for-under-20000/,"accountability,national-security",20170111,367
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170325,367
/episodes/al-letson-reveals-sebastian-gorka-on-america/,"accountability,the-trump-era",20170310,367
/blog/trumps-border-wall-bidding-to-begin/,"accountability,border-patrol,national-security,the-trump-era,the-wall",20170224,363
/episodes/trial-by-fire/,"accountability,criminal-justice",20170205,363
/article/850-miles-of-us-mexico-wall-not-needed-ex-border-officials-say/,"accountability,national-security,the-wall",20170127,359
/blog/trumps-border-wall-bidding-to-begin/,"accountability,border-patrol,national-security,the-trump-era,the-wall",20170225,359
/article/9-sobering-facts-about-californias-groundwater-problem/,"environment,the-secrets-of-the-drought",20170127,351
/article/this-tool-cuts-fingers-and-gashes-faces-but-shipbuilder-still-uses-it/,"accountability,the-trump-era",20170306,351
/article/las-mega-water-users-still-pumped-millions-of-gallons-despite-drought/,"sustainability,the-secrets-of-the-drought",20170122,343
/article/she-runs-disastrous-day-cares-but-her-church-makes-her-untouchable/,"religion,the-god-loophole",20170227,343
/article/deadly-danger-naval-buildup/,accountability,20170213,339
/article/he-was-supposed-to-protect-the-sea-then-he-vanished-from-his-ship/,sustainability,20170223,339
/episodes/a-frank-conversation-with-a-white-nationalist/,voting,20170104,339
/article/justice-isnt-always-done-for-child-sexual-abuse-i-know-firsthand/,"accountability,and-justice-for-some,criminal-justice",20170121,334
/blog/at-standing-rock-new-political-realities-sink-in/,"chasing-energy,environment,oil-and-mining,sustainability,the-trump-era",20170129,334
/blog/your-medical-data-is-for-sale-and-theres-nothing-you-can-do-about-it/,accountability,20170120,334
/blog/strong-responses-follow-news-of-nude-photos-of-service-members-shared-by-marines/,accountability,20170314,330
/episodes/school-haze/,accountability,20170221,330
/article/justice-isnt-always-done-for-child-sexual-abuse-i-know-firsthand/,"accountability,and-justice-for-some,criminal-justice",20170126,326
/article/uber-said-it-protects-you-from-spying-security-sources-say-otherwise/,"accountability,surveillance-privacy",20170323,326
/blog/how-immediate-enforcement-turned-trumps-immigration-order-into-chaos/,the-trump-era,20170131,326
/episodes/americas-digital-dumping-ground/,"environment,sustainability",20170107,326
/episodes/americas-digital-dumping-ground/,"environment,sustainability",20170109,326
/episodes/dropped-and-dismissed-child-sex-abuse-lost-in-the-system/,"accountability,and-justice-for-some,criminal-justice",20170121,326
/article/9-sobering-facts-about-californias-groundwater-problem/,"environment,the-secrets-of-the-drought",20170209,322
/article/religious-day-cares-operate-with-little-oversight-and-accountability/,"religion,the-god-loophole",20170119,322
/article/the-wall-building-a-continuous-u-s-mexico-barrier-would-be-a-tall-order/,the-wall,20170128,322
/blog/steve-bannon-had-a-big-weekend-in-the-white-house-get-to-know-him/,the-trump-era,20170203,322
/episodes/americas-digital-dumping-ground/,"environment,sustainability",20170108,322
/blog/its-lyft-v-uber-in-the-fallout-from-trumps-refugee-crackdown/,"accountability,inequality,national-security,the-trump-era",20170129,318
/blog/jehovahs-witnesses-settle-lawsuit-alleging-coverup-of-child-sex-abuse/,"accountability,jehovahs-witnesses",20170221,318
/article/how-a-pesticide-loophole-increased-cancer-risk-at-a-california-school/,"environment,pesticides",20170325,314
/article/riding-high-crashing-hard-a-cautionary-tale-of-facebook-dependence/,accountability,20170301,314
/blog/it-is-unconscionable-officials-tell-navy-to-fire-dangerous-shipbuilders/,"accountability,inequality,labor-and-employment",20170217,314
/episodes/a-frank-conversation-with-a-white-nationalist/,voting,20170122,314
/episodes/water-wars/,"sustainability,the-secrets-of-the-drought",20170119,314
/article/for-profit-college-industry-slips-through-cracks-of-accountability/,education-u-s,20170116,310
/blog/this-is-how-much-trumps-labor-pick-dislikes-minimum-wage-hikes/,money-and-politics,20170123,310
/blog/trumps-border-wall-bidding-to-begin/,"accountability,border-patrol,national-security,the-trump-era,the-wall",20170226,310
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170328,306
/article/alabama-woman-who-ran-dangerous-day-cares-appears-to-be-out-of-business/,"accountability,the-god-loophole",20170112,302
/article/how-a-pesticide-loophole-increased-cancer-risk-at-a-california-school/,"environment,pesticides",20170322,302
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170329,302
/episodes/a-frank-conversation-with-a-white-nationalist/,voting,20170106,302
/episodes/school-haze/,accountability,20170220,302
/article/she-runs-disastrous-day-cares-but-her-church-makes-her-untouchable/,"religion,the-god-loophole",20170226,294
/blog/is-mad-dog-a-war-criminal-congressman-who-served-under-him-says-nope/,"accountability,national-security",20170112,294
/blog/reinforcements-arrive-as-camp-closure-looms/,"chasing-energy,oil-and-mining,sustainability",20170218,294
/blog/the-hate-report-a-kkk-sign-beer-hall-nazis-and-a-trump-adviser/,accountability,20170317,294
/topic/the-god-loophole/,the-god-loophole,20170226,294
/article-legacy/opiates-handed-out-like-candy-to-doped-up-veterans-at-wisconsin-va/,"healthcare,opiates,veterans",20170306,290
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170119,290
/article/this-tool-cuts-fingers-and-gashes-faces-but-shipbuilder-still-uses-it/,"accountability,contract-with-danger,the-trump-era",20170307,290
/blog/hundreds-of-marines-investigated-for-sharing-photos-of-naked-colleagues/,accountability,20170326,290
/episodes/a-frank-conversation-with-a-white-nationalist/,voting,20170121,290
/article/the-drought-didnt-make-california-sink-its-crops-did/,"sustainability,the-secrets-of-the-drought",20170118,286
/blog/at-standing-rock-new-political-realities-sink-in/,"chasing-energy,environment,oil-and-mining,sustainability,the-trump-era",20170130,286
/blog/standing-rock-protesters-to-the-world-gather-like-a-windstorm/,"chasing-energy,sustainability",20170203,286
/blog/your-medical-data-is-for-sale-and-theres-nothing-you-can-do-about-it/,accountability,20170123,282
/episodes/the-smuggler/,accountability,20170315,282
/episodes/water-wars/,"sustainability,the-secrets-of-the-drought",20170120,282
/article/new-border-patrol-chief-faces-uphill-battle-to-reform-agency/,"border-patrol,national-security",20170126,278
/blog/steve-bannon-had-a-big-weekend-in-the-white-house-get-to-know-him/,the-trump-era,20170204,278
/blog/the-hate-report-a-kkk-sign-beer-hall-nazis-and-a-trump-adviser/,accountability,20170319,278
/episodes/al-letson-reveals-vicente-fox-on-trumps-wall/,"accountability,the-trump-era,the-wall",20170302,278
/article/brute-force-at-standing-rock-was-on-taxpayers-dime/,"accountability,chasing-energy",20170305,274
/article/for-profit-college-industry-slips-through-cracks-of-accountability/,education-u-s,20170110,274
/blog/trumps-osha-wont-name-and-shame-businesses-so-someone-else-is/,"accountability,the-trump-era",20170327,274
/episodes/school-haze/,accountability,20170219,274
/article/9-sobering-facts-about-californias-groundwater-problem/,"environment,the-secrets-of-the-drought",20170306,270
/article/a-reporter-becomes-a-smuggler/,accountability,20170314,270
/article/did-defense-secretary-nominee-james-mattis-commit-war-crimes-in-iraq/,"accountability,criminal-justice,money-and-politics",20170117,270
/article/the-deadliest-route-to-the-american-dream/,"accountability,the-trump-era,the-wall",20170307,270
/article/the-wall-building-a-continuous-u-s-mexico-barrier-would-be-a-tall-order/,"the-trump-era,the-wall",20170130,270
/blog/student-loan-powerhouse-sued-for-deceptive-practices/,"accountability,education-u-s",20170121,270
/blog/we-asked-for-your-messages-to-trump-about-standing-rock-heres-what-we-heard/,chasing-energy,20170317,270
/blog/we-will-begin-drilling-immediately/,"chasing-energy,oil-and-mining,sustainability",20170209,270
/blog/your-medical-data-is-for-sale-and-theres-nothing-you-can-do-about-it/,accountability,20170126,270
/episodes/a-frank-conversation-with-a-white-nationalist/,voting,20170105,270
/article/9-sobering-facts-about-californias-groundwater-problem/,"environment,the-secrets-of-the-drought",20170215,266
/article/did-defense-secretary-nominee-james-mattis-commit-war-crimes-in-iraq/,"accountability,criminal-justice,money-and-politics",20170123,266
/episodes/americas-digital-dumping-ground/,"environment,sustainability",20170126,266
/episodes/the-religious-freedom-loophole/,"religion,religion-and-government,the-god-loophole",20170225,266
/article/brute-force-at-standing-rock-was-on-taxpayers-dime/,"accountability,chasing-energy",20170307,262
/article/how-trump-has-described-his-wall/,the-wall,20170127,262
/article/how-trump-is-transforming-americas-anti-discrimination-watchdog/,"inequality,labor-and-employment",20170223,262
/episodes/a-frank-conversation-with-a-white-nationalist/,voting,20170123,262
/topic/the-wall/,the-wall,20170208,262
/article/this-tool-cuts-fingers-and-gashes-faces-but-shipbuilder-still-uses-it/,accountability,20170219,258
/blog/christian-juvenile-center-skimped-on-school-for-youth/,and-justice-for-some,20170217,258
/blog/trump-budget-targets-programs-that-help-people-get-jobs/,"accountability,the-trump-era,labor-and-employment",20170317,258
/blog/we-asked-for-your-messages-to-trump-about-standing-rock-heres-what-we-heard/,chasing-energy,20170318,258
/article/deadly-danger-naval-buildup/,accountability,20170214,254
/blog/at-standing-rock-new-political-realities-sink-in/,"chasing-energy,environment,oil-and-mining,sustainability",20170128,254
/blog/the-hate-report-a-kkk-sign-beer-hall-nazis-and-a-trump-adviser/,accountability,20170318,254
/blog/trumps-osha-wont-name-and-shame-businesses-so-someone-else-is/,"accountability,the-trump-era",20170329,254
